"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol","SRR33775201","SRR33775202","SRR33775203","SRR33775204","SRR33775205","SRR33775206","SRR33775207","SRR33775208","SRR33775209","SRR33775211","SRR33775212"
"34","ENSG00000197457",281.877737182528,2.19242804183604,0.502479596364501,4.36321804447089,1.28163089631471e-05,0.00838463715572807,"STMN3",313.077631844051,816.490494097243,841.666987721495,122.37602304582,300.49176686251,228.443627292602,81.3287965993143,97.6113769287021,96.4156900207243,106.20688342003,96.5458311753127
"35","ENSG00000243704",27.0057255255362,-3.87580425219225,0.883895114726268,-4.3849142139365,1.16031495953806e-05,0.00838463715572807,"RN7SL105P",0,1.85355390260441,0.644955546146739,15.5299521631751,0,3.48768896629927,47.7645313361052,44.0825573226397,90.0725525193609,40.848801315396,52.7783877091709
"36","ENSG00000251562",863.304581978766,-2.62820069538954,0.602068418676051,-4.3652857613242,1.2695667852152e-05,0.00838463715572807,NA,146.255244073134,126.0416653771,94.1635097374239,268.978771466193,431.475357546169,476.941466141425,3019.49294040946,2853.82079429184,721.84904765516,852.718727458891,504.612877609634
"37","ENSG00000256039",314.668695063897,2.41545028600243,0.548088235338178,4.4070464028699,1.0478974502524e-05,0.00838463715572807,"LINC02446",447.906684973971,580.162371515181,1286.68631456274,191.329010650317,324.707220602346,163.049459174491,104.56559562769,77.6692676636984,54.5509825117256,147.055684735426,83.673053685271
"38","ENSG00000101188",358.361055905157,-2.2191094017096,0.510741079448154,-4.34488137141289,1.39350948970155e-05,0.00887665544939886,"NTSR1",73.1276220365668,163.112743429188,88.3589098221033,137.905975208995,220.140488543964,125.556802786774,218.167724210859,1454.72439164711,534.092177614802,617.838119895364,308.946659761
"39","ENSG00000102755",102.309270815955,-2.03431912983904,0.471186933153496,-4.31743536736902,1.57852609870838e-05,0.00909757208222262,"FLT1",59.4161929047105,46.3388475651103,35.4725550380707,31.0599043263502,53.9344196932711,29.6453562135438,99.401862510273,80.8180217581727,137.01177002945,390.106052562032,162.196996374525
"40","ENSG00000128298",56.204301066812,-3.63648194473239,0.841980147320103,-4.31896399969378,1.56763348402837e-05,0.00909757208222262,"BAIAP2L2",11.4261909432136,7.41421561041764,5.15964436917391,0,9.90632198447836,20.9261337977956,25.8186655870839,102.859300419493,233.427460050175,185.862045985052,15.44733298805
"41","ENSG00000131409",38.7421339476658,-4.0839702991503,0.944362963394909,-4.32457694493731,1.52824856840152e-05,0.00909757208222262,"LRRC4B",3.42785728296407,1.85355390260441,1.28991109229348,0,14.3091317553576,7.84730017417335,14.2002660728961,48.280896115272,266.411775057265,23.4880607563527,45.0547212151459
"42","ENSG00000168286",331.731805415303,1.86333261874175,0.431380479398907,4.319464388695,1.56408344290223e-05,0.00909757208222262,"THAP11",537.030974331037,698.789821281863,874.559720574979,400.672765809917,246.557347169239,211.005182461106,132.966127773482,88.1651146452793,149.698045032177,135.822264373692,173.782496115563
"43","ENSG00000277734",661.35214435195,2.23205276570517,0.519908529133901,4.29316435609064,1.76144514997437e-05,0.0099157072791348,"TRAC",442.193589502365,906.387858373557,2639.15809483246,538.578741018912,1145.83124287133,506.586822354969,219.458657490213,143.793103647658,130.668632528087,302.28112973393,299.935715517971
"44","ENSG00000114737",274.720903930358,1.66938624293527,0.391346837935467,4.26574608790005,1.99235269040505e-05,0.0106811272299681,"CISH",319.93334640998,276.179531488057,800.389832768103,365.264474877878,348.922674342182,283.374728511815,134.257061052836,107.057639212125,79.9235325171794,122.546403946188,184.080718107596
"45","ENSG00000155265",49.1914031636293,2.75397718571321,0.645089727125372,4.26913818328094,1.96229678952584e-05,0.0106811272299681,"GOLGA7B",39.9916683012475,98.2383568380338,142.535175698429,63.3622048257544,78.1498734331071,59.2907124270875,25.8186655870839,7.34709288710661,0,17.3607405590433,9.01094424302918
"46","ENSG00000253295",47.9683748180826,-5.1827818380802,1.21616209682223,-4.26158803306118,2.02979365685587e-05,0.0106811272299681,"LOC101928093",2.28523818864271,0,0,0,14.3091317553576,0.871922241574817,50.3463978948136,7.34709288710661,375.513740080716,30.636600986547,46.3419989641501
"47","ENSG00000096006",268.060827459005,4.56097689471849,1.07802242590978,4.23087385298995,2.32785199439745e-05,0.0119889330588052,"CRISP3",751.843364063452,883.218434591002,1088.6849618957,9.31797129790506,112.271649157421,2.61576672472445,30.9823987045007,2.09916939631617,49.4764725106348,14.2970804603886,3.86183324701251
"48","ENSG00000078053",183.444000690507,-3.56363776352057,0.847722328083557,-4.20377952244915,2.62494635016495e-05,0.0129672349698148,"AMPH",34.2785728296407,4.63388475651103,18.7037108382554,81.9981474215645,11.0070244271982,34.8768896629927,36.1461318219175,202.569846744511,492.227470105803,1064.11127426607,37.3310547211209
"49","ENSG00000164047",772.538150867,5.01756347834518,1.1931516048201,4.20530254334421,2.60733138438542e-05,0.0129672349698148,"CAMP",2008.72436781694,2303.04072398598,3710.42925698219,0,243.25523984108,19.182289314646,30.9823987045007,7.34709288710661,116.713730025087,23.4880607563527,34.7564992231126
"50","ENSG00000228079",62.093759105751,-2.2756473791331,0.542022725137535,-4.19843536736522,2.68765538284007e-05,0.0130114772394053,NA,44.5621446785329,19.4623159773463,14.833977561375,6.21198086527004,12.107726869918,39.2365008708668,78.7469300406059,103.908885117651,126.862750027269,63.3156420388638,173.782496115563
"51","ENSG00000011332",15.2508982456769,-3.80370010285249,0.90973487127289,-4.1811083898877,2.90091529436594e-05,0.0135476616980568,"DPF1",1.14261909432136,0.926776951302206,1.93486663844022,0,9.90632198447836,0,25.8186655870839,18.8925245668456,55.8196100119983,27.5729408878923,25.7455549800834
"52","ENSG00000100151",524.365339878036,-2.29123851683472,0.548094615609163,-4.18037041704596,2.91034622944293e-05,0.0135476616980568,"PICK1",198.815722411916,242.815561241178,158.014108805951,98.1492976712666,209.133464116765,229.315549534177,258.186655870839,1092.61767078257,1302.88044278005,1765.68943685799,212.400828585688
"53","ENSG00000111087",135.068125659688,-2.42805520033355,0.583043202595155,-4.16445160414555,3.12101817268229e-05,0.0137358847068996,"GLI1",44.5621446785329,37.9978550033904,21.2835330228424,24.2267253745531,73.7470636622278,69.7537793259853,299.496520810173,510.09816330483,123.056867526451,45.9549014798205,235.571828067763
"54","ENSG00000177575",3298.95284867007,-3.14022689052245,0.752966779812786,-4.17047202441417,3.03969370609019e-05,0.0137358847068996,"CD163",334.787394636157,111.213234156265,279.910707027685,1689.03759726692,1065.47996455278,866.690708125368,2207.49590769567,4874.27133824616,4806.82959853322,19064.1355738953,988.629311235202
"55","ENSG00000279175",179.257559192665,-2.75584317292567,0.661436255787747,-4.16645315222939,3.09375434017394e-05,0.0137358847068996,NA,19.424524603463,20.3890929286485,16.1238886536685,94.4221091521046,60.53863434959,86.3203019159069,161.366659919274,826.023157450414,77.386277516634,253.262568155455,356.575936474155
"56","ENSG00000124216",71.8437057796008,-2.101753676534,0.507711321637473,-4.1396628102667,3.47816680073866e-05,0.0144486600901661,"SNAI1",22.8523818864271,31.510416344275,16.1238886536685,11.8027636440131,62.7400392350296,28.773433971969,89.0743962754394,97.6113769287021,65.9686300141798,209.350106741404,154.4733298805
"57","ENSG00000148719",1165.67084658676,-1.08025255557432,0.261110811730156,-4.1371421903843,3.51658209277601e-05,0.0144486600901661,"DNAJB12",887.815036287693,664.499074083681,644.310590600593,566.532654912627,990.632198447836,890.232608647888,1377.42580907093,2040.39265321932,1778.61575538231,1519.57540893273,1462.34752286874
"58","ENSG00000163840",2768.78779977483,1.44794098183476,0.350014222234284,4.13680613488205,3.52173405486161e-05,0.0144486600901661,"DTX3L",4196.83993344234,3576.43225507521,3192.52995342636,6730.06006943356,2769.36734588306,2864.26456357327,1543.95620210762,883.750315849109,1318.10397278332,1290.82212156651,2090.53906438277
"59","ENSG00000290698",44.1343340810997,-3.20489621122817,0.773542700370908,-4.14314065621903,3.42581683844758e-05,0.0144486600901661,NA,4.57047637728542,11.1213234156265,14.1890220152283,13.6663579035941,2.20140488543964,9.59114465732299,12.9093327935419,125.95016377897,224.547067548266,55.1458817757846,11.5854997410375
"60","ENSG00000151500",138.276262025889,1.91620559531207,0.464827187115952,4.12240430083551,3.74938392262448e-05,0.0148782929886964,"THYN1",133.686434035599,189.06249806565,438.569771379783,191.329010650317,209.133464116765,83.7045351911824,54.2191977328762,27.2892021521103,57.088237512271,62.2944220059789,74.6621094422418
"61","ENSG00000269480",15.4141875915736,-3.42863673894522,0.831414308387825,-4.12386063645404,3.72574373144228e-05,0.0148782929886964,NA,7.99833366024949,0.926776951302206,3.2247777307337,0,0,5.2315334494489,34.8551985425633,47.2313114171139,21.5666675046357,16.3395205261584,32.1819437251042
"62","ENSG00000105374",1366.19014693818,1.64307513553411,0.401652911868156,4.09078357702397,4.29918181521364e-05,0.0161301016217207,"NKG7",1427.13124880737,1617.22578002235,1592.3952434363,1956.77397256006,3348.33683075369,1920.84469818932,490.554646154594,305.429147164003,498.570607607166,714.85402301943,1155.97541860574
"63","ENSG00000126266",110.798735130117,-2.7895621261884,0.681244896883609,-4.0948007668746,4.22531575633143e-05,0.0161301016217207,"FFAR1",33.1359537353193,43.5585167112037,25.7982218458696,13.0451598170671,1.10070244271982,63.6503236349616,95.5290626722104,397.792600601915,286.709815061628,124.588844011958,133.876885896434
"64","ENSG00000140545",482.81541427604,-2.79333536753656,0.682054698708293,-4.09547118849369,4.21310622885655e-05,0.0161301016217207,"MFGE8",84.5538129797803,151.06464306226,238.633552074294,78.8921569889295,135.386400454538,95.039524331655,130.384261214774,2276.54921030489,634.313750136344,1361.28630383557,124.865941653404
"65","ENSG00000211786",22.1404247161761,3.48958202028539,0.853396273739848,4.08905232851903,4.33139141292177e-05,0.0161301016217207,"TRAV8-2",17.1392864148203,52.8262862242257,103.192887383478,22.3631311149721,23.1147512971162,7.84730017417335,6.45466639677097,3.14875409447426,0,1.0212200328849,6.43638874502084
"66","ENSG00000173208",303.783473242873,2.46271803623187,0.60399775268169,4.07736291285463,4.5549368949649e-05,0.0167055761332607,"ABCD2",315.362870032694,377.198219179998,1348.60204699283,253.448819303018,160.702556637093,447.296109927881,87.7834629960852,18.8925245668456,78.6549050169067,142.970804603886,110.705886414359
"67","ENSG00000138686",107.033235812861,1.59695282524919,0.393658428793362,4.05669663963288,4.97716601533965e-05,0.0177172471422517,"BBS7",127.973338563992,106.579349399754,274.106107112364,150.329936939535,104.566732058383,158.689847966617,63.2557306883555,26.2396174539522,54.5509825117256,47.9973415455903,63.0766097012043
"68","ENSG00000152778",800.740723442734,1.90224236021321,0.468742639836154,4.05818075538876,4.94564828410768e-05,0.0177172471422517,"IFIT5",1240.88433643299,1321.58393255695,1022.25454064258,2400.30940634034,402.857094035453,814.375373630879,382.116250688842,292.834130786106,133.205887528632,381.936292298952,415.790712928346
"69","ENSG00000116824",480.727615065926,1.53985453916902,0.380845004129333,4.04325781478832,5.27136022782251e-05,0.0180516050361247,"CD2",574.737404443642,919.362735691788,1062.24178450368,301.281071965597,827.728236925303,424.626131646936,210.422124534734,188.925245668456,233.427460050175,249.177688023915,296.073882270959
"70","ENSG00000249222",18.2477594516313,-3.06494513746067,0.758233692696566,-4.04221701961115,5.29481929093967e-05,0.0180516050361247,"ATP5MGL",7.99833366024949,3.70710780520882,2.57982218458696,8.07557512485105,0,2.61576672472445,49.0554646154594,15.7437704723713,77.386277516634,19.4031806248131,14.1600552390459
"71","ENSG00000276926",5.92265742673952,-6.36000714244473,1.57319552434855,-4.04273152574496,5.28321021318623e-05,0.0180516050361247,"MIR6797",0,0,0,0,0,0,2.58186655870839,2.09916939631617,50.7451000109075,7.1485402301943,2.57455549800834
"72","ENSG00000109758",11.4330328542473,-5.27036061775192,1.31030570898835,-4.02223739208234,5.76479118907098e-05,0.019147885094852,"HGFAC",2.28523818864271,1.85355390260441,0,0,0,0,2.58186655870839,41.9833879263235,63.4313750136344,2.0424400657698,11.5854997410375
"73","ENSG00000111796",128.583627246279,2.38466014192874,0.592927982970966,4.02183774491465,5.77458321046103e-05,0.019147885094852,"KLRB1",325.646441881586,318.811271247959,319.897950888783,139.769569468576,85.8547905321458,29.6453562135438,55.5101310122304,41.9833879263235,21.5666675046357,25.5305008221225,50.2038322111626
"74","ENSG00000225948",23.7746963868566,3.63299679976159,0.906732100851328,4.00669260121107,6.15749170837928e-05,0.0201416546341931,"LINC02648",20.5671436977844,50.0459553703191,120.60668712944,13.6663579035941,20.9133464116765,19.182289314646,10.3274662348336,3.14875409447426,0,3.0636600986547,0
"75","ENSG00000122025",710.699357250806,-2.69499930342174,0.675430182218928,-3.99004867470996,6.60597372637545e-05,0.0203224949535776,"FLT3",497.03930602979,71.3618252502698,84.4891765452228,264.009186773977,167.306771293412,138.635636410396,291.750921134048,2081.32645644749,1540.11378533104,2444.80075872645,236.859105816767
"76","ENSG00000135638",22.4006513589854,-3.74157123140924,0.937729294048216,-3.9900334298577,6.60639833259721e-05,0.0203224949535776,"EMX1",5.71309547160678,2.78033085390662,3.2247777307337,0,0,8.71922241574817,23.2367990283755,46.1817267189558,130.668632528087,14.2970804603886,11.5854997410375
"77","ENSG00000180509",351.291140898065,-2.06415072154001,0.517098737848915,-3.9917922254591,6.55758162150046e-05,0.0203224949535776,"KCNE1",343.928347390728,102.872241594545,59.3359102455,50.9382430952143,125.480078470059,180.487904005987,735.831969231891,492.255223436143,517.600020111257,902.758509070251,352.714103227142
"78","ENSG00000182866",1069.09454115962,1.72085599916074,0.431437522341026,3.98865631765913,6.64486098591662e-05,0.0203224949535776,"LCK",1042.06861402108,1920.28184309817,2683.66002751658,1035.53721024052,1558.59465889126,1146.57774767088,336.933585911445,213.065693726092,374.245112580443,658.68692121076,790.38853788856
"79","ENSG00000273096",42.3371210038987,-1.89481362662267,0.4753335744872,-3.98628190459056,6.71167634191208e-05,0.0203224949535776,NA,20.5671436977844,25.9497546364618,15.4789331075217,16.1511502497021,16.5105366407973,19.182289314646,127.802394656065,106.008054513967,38.0588250081806,38.8063612496262,41.1928879681334
"80","ENSG00000285621",12.5298164371921,-4.34351294375895,1.08966186151727,-3.98611082681278,6.71651489831534e-05,0.0203224949535776,NA,1.14261909432136,1.85355390260441,1.93486663844022,0,1.10070244271982,1.74384448314963,11.6183995141878,33.5867103410588,0,74.5490624005977,10.2982219920333
"81","ENSG00000130844",897.038019635064,-2.74549806865805,0.691754281382248,-3.96889205105034,7.22075812467764e-05,0.0215784779217218,"ZNF331",147.397863167455,396.660535157344,192.841708297875,336.068164811109,298.290361977071,126.428725028348,771.978101053808,5752.77373060448,574.688257623528,1038.58077344394,231.70999482075
"82","ENSG00000275888",214.286233601046,-2.21787530392931,0.559743001682054,-3.96231001953484,7.4228067418579e-05,0.0219117634138308,NA,106.263575771886,90.8241412276162,12.254155376788,32.9234985859312,141.990615110857,100.271057781104,333.060786073382,572.023660496157,499.839235107439,225.689627267563,242.008216812784
"83","ENSG00000276097",30.7653126945669,-5.7322511966573,1.45336689693128,-3.94411845264998,8.00940637645609e-05,0.0233585169576501,NA,0,0,1.28991109229348,0,0,6.10345569102372,24.5277323077297,276.040775615577,0,21.4456206905829,9.01094424302918
"84","ENSG00000169564",57.4270625433538,-2.01483633686253,0.512496513280666,-3.93141472117513,8.44474517450274e-05,0.0243349406778587,"PCBP1",17.1392864148203,30.5836393929728,10.3192887383478,39.1354794512012,16.5105366407973,30.5172784551186,64.5466639677097,62.9750818894852,214.398047546084,78.6339425321373,66.9384429482168
"85","ENSG00000272754",64.911584798546,-1.68903486211604,0.430952445381888,-3.9193068288992,8.88040033298235e-05,0.025289290642373,NA,20.5671436977844,13.9016542695331,26.4431773920163,45.3474603164713,36.323180609754,50.5714900113394,123.929594818003,133.297256666077,120.519612525905,63.3156420388638,79.8112204382585
"86","ENSG00000228541",12.8651227232463,-5.29837377850584,1.35733519936392,-3.90351166092856,9.48069802032581e-05,0.0266848577069775,NA,0,0,0.644955546146739,0,0,3.48768896629927,21.9458657490213,26.2396174539522,0,77.6127224992524,11.5854997410375
"87","ENSG00000112210",17.419375346549,2.76355135875005,0.71201390059608,3.88131658165168,0.000103892492831489,0.0282564233874047,"RAB23",20.5671436977844,20.3890929286485,39.3422883149511,30.4387062398232,30.8196683961549,29.6453562135438,3.87279983806258,7.34709288710661,0,9.1909802959641,0
"88","ENSG00000140044",1699.06844409345,-2.2042753700039,0.567525932132436,-3.88400819275606,0.000102748442936513,0.0282564233874047,"JDP2",1043.2112331154,828.538594464172,256.692307366402,775.255211985701,519.531552963754,438.576887512133,1018.54635741046,3970.57891313204,3659.99033828671,5544.20355853212,634.627930259055
"89","ENSG00000215704",38.2578809117807,-3.01266070012452,0.775288004310373,-3.88586007183784,0.000101968231109103,0.0282564233874047,"CELA2B",3.42785728296407,6.48743865911544,8.38442209990761,13.0451598170671,14.3091317553576,8.71922241574817,32.2733319838549,241.40448057636,59.6254925128164,6.1273201973094,27.0328327290875
"90","ENSG00000275580",12.1368002024989,3.4882239058961,0.899771857595791,3.8767870726883,0.000105844909519678,0.0284675764425925,NA,12.5688100375349,16.6819851234397,23.2183996612826,9.31797129790506,53.9344196932711,8.71922241574817,3.87279983806258,3.14875409447426,0,2.0424400657698,0
